"cd_geouf","cd_geocmu","regiao","uf","estado","municipio","bioma","arcodesmat","matopiba","mun_ha","pol_ha","pct_areapo","area_ha","classe","year"
"35","3509403","SUDESTE","SP","SÃO PAULO","CAJURU","CERRADO","0","0","66008.80000000000","30819.51047440000","0.46690002658","1852.43201986","9","2018"
"35","3509403","SUDESTE","SP","SÃO PAULO","CAJURU","CERRADO","0","0","66008.80000000000","30819.51047440000","0.46690002658","936.66192997","12","2018"
"31","3110004","SUDESTE","MG","MINAS GERAIS","CAETÉ","CERRADO","0","0","54253.10000000000","24127.32561280000","0.44471791682","6064.55528642","15","2018"
"35","3509403","SUDESTE","SP","SÃO PAULO","CAJURU","CERRADO","0","0","66008.80000000000","30819.51047440000","0.46690002658","4202.50927384","15","2018"
"31","3110004","SUDESTE","MG","MINAS GERAIS","CAETÉ","CERRADO","0","0","54253.10000000000","24127.32561280000","0.44471791682","8.25414444","19","2018"
"35","3509403","SUDESTE","SP","SÃO PAULO","CAJURU","CERRADO","0","0","66008.80000000000","30819.51047440000","0.46690002658","610.76578624","19","2018"
"31","3110004","SUDESTE","MG","MINAS GERAIS","CAETÉ","CERRADO","0","0","54253.10000000000","24127.32561280000","0.44471791682","0.58953263","21","2018"
"35","3509403","SUDESTE","SP","SÃO PAULO","CAJURU","CERRADO","0","0","66008.80000000000","30819.51047440000","0.46690002658","2628.16815938","20","2018"
"31","3110004","SUDESTE","MG","MINAS GERAIS","CAETÉ","CERRADO","0","0","54253.10000000000","24127.32561280000","0.44471791682","58.89367351","24","2018"
"35","3509403","SUDESTE","SP","SÃO PAULO","CAJURU","CERRADO","0","0","66008.80000000000","30819.51047440000","0.46690002658","14.35401953","24","2018"
"35","3509403","SUDESTE","SP","SÃO PAULO","CAJURU","CERRADO","0","0","66008.80000000000","30819.51047440000","0.46690002658","272.66642399","25","2018"
"52","5204557","CENTRO-OESTE","GO","GOIÁS","CALDAZINHA","CERRADO","0","0","24969.10000000000","24969.12660650000","1.00000106558","27.59898843","33","2018"
"52","5204557","CENTRO-OESTE","GO","GOIÁS","CALDAZINHA","CERRADO","0","0","24969.10000000000","24969.12660650000","1.00000106558","6751.15043292","3","2018"
"52","5204557","CENTRO-OESTE","GO","GOIÁS","CALDAZINHA","CERRADO","0","0","24969.10000000000","24969.12660650000","1.00000106558","996.55916789","4","2018"
"51","5101001","CENTRO-OESTE","MT","MATO GROSSO","ARAGUAIANA","CERRADO","0","0","642296.59999999998","642296.60655599996","1.00000001021","81.74491346","24","2018"
"51","5101001","CENTRO-OESTE","MT","MATO GROSSO","ARAGUAIANA","CERRADO","0","0","642296.59999999998","642296.60655599996","1.00000001021","2257.03797470","25","2018"
"31","3110004","SUDESTE","MG","MINAS GERAIS","CAETÉ","CERRADO","0","0","54253.10000000000","24127.32561280000","0.44471791682","94.27668995","25","2018"
"31","3110004","SUDESTE","MG","MINAS GERAIS","CAETÉ","CERRADO","0","0","54253.10000000000","24127.32561280000","0.44471791682","1.51677919","30","2018"
"52","5204102","CENTRO-OESTE","GO","GOIÁS","CACHOEIRA ALTA","CERRADO","0","0","165455.39999999999","117354.55560700000","0.70928211232","758.59222198","33","2018"
"52","5204102","CENTRO-OESTE","GO","GOIÁS","CACHOEIRA ALTA","CERRADO","0","0","165455.39999999999","117354.55560700000","0.70928211232","21650.41124499","3","2018"
"52","5204102","CENTRO-OESTE","GO","GOIÁS","CACHOEIRA ALTA","CERRADO","0","0","165455.39999999999","117354.55560700000","0.70928211232","1908.19998953","4","2018"
"31","3122470","SUDESTE","MG","MINAS GERAIS","DOM BOSCO","CERRADO","0","0","81738.30000000000","81738.30455690000","1.00000005575","39325.74981467","15","2018"
"52","5204102","CENTRO-OESTE","GO","GOIÁS","CACHOEIRA ALTA","CERRADO","0","0","165455.39999999999","117354.55560700000","0.70928211232","295.56228430","9","2018"
"52","5204102","CENTRO-OESTE","GO","GOIÁS","CACHOEIRA ALTA","CERRADO","0","0","165455.39999999999","117354.55560700000","0.70928211232","2485.44616317","12","2018"
"52","5204102","CENTRO-OESTE","GO","GOIÁS","CACHOEIRA ALTA","CERRADO","0","0","165455.39999999999","117354.55560700000","0.70928211232","78865.44144633","15","2018"
"52","5204102","CENTRO-OESTE","GO","GOIÁS","CACHOEIRA ALTA","CERRADO","0","0","165455.39999999999","117354.55560700000","0.70928211232","3889.51787824","19","2018"
"52","5204102","CENTRO-OESTE","GO","GOIÁS","CACHOEIRA ALTA","CERRADO","0","0","165455.39999999999","117354.55560700000","0.70928211232","4263.51363108","20","2018"
"51","5101001","CENTRO-OESTE","MT","MATO GROSSO","ARAGUAIANA","CERRADO","0","0","642296.59999999998","642296.60655599996","1.00000001021","1.03591298","30","2018"
"35","3512803","SUDESTE","SP","SÃO PAULO","COSMÓPOLIS","CERRADO","0","0","15466.50000000000","15466.52424840000","1.00000156780","0.90906042","21","2018"
"52","5204557","CENTRO-OESTE","GO","GOIÁS","CALDAZINHA","CERRADO","0","0","24969.10000000000","24969.12660650000","1.00000106558","149.72910350","9","2018"
"52","5204557","CENTRO-OESTE","GO","GOIÁS","CALDAZINHA","CERRADO","0","0","24969.10000000000","24969.12660650000","1.00000106558","20.05417687","12","2018"
"52","5204557","CENTRO-OESTE","GO","GOIÁS","CALDAZINHA","CERRADO","0","0","24969.10000000000","24969.12660650000","1.00000106558","16265.55658816","15","2018"
"52","5204557","CENTRO-OESTE","GO","GOIÁS","CALDAZINHA","CERRADO","0","0","24969.10000000000","24969.12660650000","1.00000106558","693.06437785","19","2018"
"52","5204557","CENTRO-OESTE","GO","GOIÁS","CALDAZINHA","CERRADO","0","0","24969.10000000000","24969.12660650000","1.00000106558","56.48694454","24","2018"
"31","3109303","SUDESTE","MG","MINAS GERAIS","BURITIS","CERRADO","0","0","522518.59999999998","522518.61104400002","1.00000002114","167127.51750489","12","2018"
"31","3109303","SUDESTE","MG","MINAS GERAIS","BURITIS","CERRADO","0","0","522518.59999999998","522518.61104400002","1.00000002114","87003.79174972","15","2018"
"31","3109303","SUDESTE","MG","MINAS GERAIS","BURITIS","CERRADO","0","0","522518.59999999998","522518.61104400002","1.00000002114","101556.19118363","19","2018"
"51","5102678","CENTRO-OESTE","MT","MATO GROSSO","CAMPO VERDE","CERRADO","0","0","476808.29999999999","476864.01534200000","1.00011685061","58015.55818978","4","2018"
"51","5102678","CENTRO-OESTE","MT","MATO GROSSO","CAMPO VERDE","CERRADO","0","0","476808.29999999999","476864.01534200000","1.00011685061","6072.59504950","9","2018"
"51","5102678","CENTRO-OESTE","MT","MATO GROSSO","CAMPO VERDE","CERRADO","0","0","476808.29999999999","476864.01534200000","1.00011685061","16587.29542695","12","2018"
"52","5204102","CENTRO-OESTE","GO","GOIÁS","CACHOEIRA ALTA","CERRADO","0","0","165455.39999999999","117354.55560700000","0.70928211232","8.98816200","21","2018"
"52","5204102","CENTRO-OESTE","GO","GOIÁS","CACHOEIRA ALTA","CERRADO","0","0","165455.39999999999","117354.55560700000","0.70928211232","1.86970584","24","2018"
"52","5204607","CENTRO-OESTE","GO","GOIÁS","CAMPESTRE DE GOIÁS","CERRADO","0","0","27381.50000000000","27381.54742150000","1.00000173188","44.46817730","33","2018"
"52","5204607","CENTRO-OESTE","GO","GOIÁS","CAMPESTRE DE GOIÁS","CERRADO","0","0","27381.50000000000","27381.54742150000","1.00000173188","8703.59170441","3","2018"
"52","5204607","CENTRO-OESTE","GO","GOIÁS","CAMPESTRE DE GOIÁS","CERRADO","0","0","27381.50000000000","27381.54742150000","1.00000173188","231.81476995","4","2018"
"31","3104502","SUDESTE","MG","MINAS GERAIS","ARINOS","CERRADO","0","0","527941.90000000002","527941.90289400006","1.00000000548","198779.50984596","4","2018"
"31","3104502","SUDESTE","MG","MINAS GERAIS","ARINOS","CERRADO","0","0","527941.90000000002","527941.90289400006","1.00000000548","8553.61119751","9","2018"
"31","3104502","SUDESTE","MG","MINAS GERAIS","ARINOS","CERRADO","0","0","527941.90000000002","527941.90289400006","1.00000000548","131496.42610826","12","2018"
"31","3104502","SUDESTE","MG","MINAS GERAIS","ARINOS","CERRADO","0","0","527941.90000000002","527941.90289400006","1.00000000548","90326.84332240","15","2018"
"31","3104502","SUDESTE","MG","MINAS GERAIS","ARINOS","CERRADO","0","0","527941.90000000002","527941.90289400006","1.00000000548","15505.55051571","19","2018"
"52","5204102","CENTRO-OESTE","GO","GOIÁS","CACHOEIRA ALTA","CERRADO","0","0","165455.39999999999","117354.55560700000","0.70928211232","97.22298911","25","2018"
"52","5204607","CENTRO-OESTE","GO","GOIÁS","CAMPESTRE DE GOIÁS","CERRADO","0","0","27381.50000000000","27381.54742150000","1.00000173188","224.15301907","9","2018"
"52","5204607","CENTRO-OESTE","GO","GOIÁS","CAMPESTRE DE GOIÁS","CERRADO","0","0","27381.50000000000","27381.54742150000","1.00000173188","145.82059188","12","2018"
"52","5204607","CENTRO-OESTE","GO","GOIÁS","CAMPESTRE DE GOIÁS","CERRADO","0","0","27381.50000000000","27381.54742150000","1.00000173188","16919.41439563","15","2018"
"52","5204607","CENTRO-OESTE","GO","GOIÁS","CAMPESTRE DE GOIÁS","CERRADO","0","0","27381.50000000000","27381.54742150000","1.00000173188","1046.08692522","19","2018"
"52","5204607","CENTRO-OESTE","GO","GOIÁS","CAMPESTRE DE GOIÁS","CERRADO","0","0","27381.50000000000","27381.54742150000","1.00000173188","56.21526094","24","2018"
"52","5204607","CENTRO-OESTE","GO","GOIÁS","CAMPESTRE DE GOIÁS","CERRADO","0","0","27381.50000000000","27381.54742150000","1.00000173188","8.22619565","25","2018"
"51","5102678","CENTRO-OESTE","MT","MATO GROSSO","CAMPO VERDE","CERRADO","0","0","476808.29999999999","476864.01534200000","1.00011685061","15962.88497869","13","2018"
"51","5102678","CENTRO-OESTE","MT","MATO GROSSO","CAMPO VERDE","CERRADO","0","0","476808.29999999999","476864.01534200000","1.00011685061","73267.66753213","15","2018"
"51","5102678","CENTRO-OESTE","MT","MATO GROSSO","CAMPO VERDE","CERRADO","0","0","476808.29999999999","476864.01534200000","1.00011685061","243959.43445168","19","2018"
"51","5102678","CENTRO-OESTE","MT","MATO GROSSO","CAMPO VERDE","CERRADO","0","0","476808.29999999999","476864.01534200000","1.00011685061","1364.61649200","24","2018"
"51","5102678","CENTRO-OESTE","MT","MATO GROSSO","CAMPO VERDE","CERRADO","0","0","476808.29999999999","476864.01534200000","1.00011685061","3744.25434797","25","2018"
"35","3512803","SUDESTE","SP","SÃO PAULO","COSMÓPOLIS","CERRADO","0","0","15466.50000000000","15466.52424840000","1.00000156780","1227.70050575","24","2018"
"35","3509452","SUDESTE","SP","SÃO PAULO","CAMPINA DO MONTE ALEGRE","CERRADO","0","0","18503.10000000000","8117.16011597000","0.43869190114","57.31366586","33","2018"
"35","3509452","SUDESTE","SP","SÃO PAULO","CAMPINA DO MONTE ALEGRE","CERRADO","0","0","18503.10000000000","8117.16011597000","0.43869190114","880.37078093","3","2018"
"35","3509452","SUDESTE","SP","SÃO PAULO","CAMPINA DO MONTE ALEGRE","CERRADO","0","0","18503.10000000000","8117.16011597000","0.43869190114","0.73916819","4","2018"
"35","3509452","SUDESTE","SP","SÃO PAULO","CAMPINA DO MONTE ALEGRE","CERRADO","0","0","18503.10000000000","8117.16011597000","0.43869190114","19.70618425","25","2018"
"35","3509452","SUDESTE","SP","SÃO PAULO","CAMPINA DO MONTE ALEGRE","CERRADO","0","0","18503.10000000000","8117.16011597000","0.43869190114","0.16418578","29","2018"
"35","3509452","SUDESTE","SP","SÃO PAULO","CAMPINA DO MONTE ALEGRE","CERRADO","0","0","18503.10000000000","8117.16011597000","0.43869190114","251.10174621","9","2018"
"35","3509452","SUDESTE","SP","SÃO PAULO","CAMPINA DO MONTE ALEGRE","CERRADO","0","0","18503.10000000000","8117.16011597000","0.43869190114","340.57236187","12","2018"
"35","3509452","SUDESTE","SP","SÃO PAULO","CAMPINA DO MONTE ALEGRE","CERRADO","0","0","18503.10000000000","8117.16011597000","0.43869190114","1762.68400525","15","2018"
"35","3509452","SUDESTE","SP","SÃO PAULO","CAMPINA DO MONTE ALEGRE","CERRADO","0","0","18503.10000000000","8117.16011597000","0.43869190114","3565.16863939","19","2018"
"52","5204300","CENTRO-OESTE","GO","GOIÁS","CAÇU","CERRADO","0","0","225101.00000000000","158577.86754499999","0.70447429174","1691.70183032","4","2018"
"31","3111309","SUDESTE","MG","MINAS GERAIS","CAMPO DO MEIO","CERRADO","0","0","27542.60000000000","632.34824494800","0.02295891619","26.90426660","12","2018"
"35","3512803","SUDESTE","SP","SÃO PAULO","COSMÓPOLIS","CERRADO","0","0","15466.50000000000","15466.52424840000","1.00000156780","116.15630162","25","2018"
"31","3122470","SUDESTE","MG","MINAS GERAIS","DOM BOSCO","CERRADO","0","0","81738.30000000000","81738.30455690000","1.00000005575","2720.28743748","19","2018"
"50","5003702","CENTRO-OESTE","MS","MATO GROSSO DO SUL","DOURADOS","CERRADO","0","0","408623.70000000001","187548.22867099999","0.45897540615","769.52409803","33","2018"
"50","5003702","CENTRO-OESTE","MS","MATO GROSSO DO SUL","DOURADOS","CERRADO","0","0","408623.70000000001","187548.22867099999","0.45897540615","22179.82991854","3","2018"
"35","3509452","SUDESTE","SP","SÃO PAULO","CAMPINA DO MONTE ALEGRE","CERRADO","0","0","18503.10000000000","8117.16011597000","0.43869190114","328.72505660","20","2018"
"35","3509452","SUDESTE","SP","SÃO PAULO","CAMPINA DO MONTE ALEGRE","CERRADO","0","0","18503.10000000000","8117.16011597000","0.43869190114","2.54478240","21","2018"
"35","3509452","SUDESTE","SP","SÃO PAULO","CAMPINA DO MONTE ALEGRE","CERRADO","0","0","18503.10000000000","8117.16011597000","0.43869190114","81.85415282","24","2018"
"52","5204508","CENTRO-OESTE","GO","GOIÁS","CALDAS NOVAS","CERRADO","0","0","160843.89999999999","158879.40430400000","0.98778632142","3413.18116143","33","2018"
"52","5204508","CENTRO-OESTE","GO","GOIÁS","CALDAS NOVAS","CERRADO","0","0","160843.89999999999","158879.40430400000","0.98778632142","23227.12220071","3","2018"
"52","5204508","CENTRO-OESTE","GO","GOIÁS","CALDAS NOVAS","CERRADO","0","0","160843.89999999999","158879.40430400000","0.98778632142","23162.21222940","4","2018"
"31","3109303","SUDESTE","MG","MINAS GERAIS","BURITIS","CERRADO","0","0","522518.59999999998","522518.61104400002","1.00000002114","50859.43412677","3","2018"
"31","3109303","SUDESTE","MG","MINAS GERAIS","BURITIS","CERRADO","0","0","522518.59999999998","522518.61104400002","1.00000002114","105350.91519358","4","2018"
"31","3109303","SUDESTE","MG","MINAS GERAIS","BURITIS","CERRADO","0","0","522518.59999999998","522518.61104400002","1.00000002114","1907.17671053","9","2018"
"52","5204508","CENTRO-OESTE","GO","GOIÁS","CALDAS NOVAS","CERRADO","0","0","160843.89999999999","158879.40430400000","0.98778632142","289.84724103","9","2018"
"52","5204508","CENTRO-OESTE","GO","GOIÁS","CALDAS NOVAS","CERRADO","0","0","160843.89999999999","158879.40430400000","0.98778632142","10533.39555950","12","2018"
"52","5204508","CENTRO-OESTE","GO","GOIÁS","CALDAS NOVAS","CERRADO","0","0","160843.89999999999","158879.40430400000","0.98778632142","62313.60052802","15","2018"
"52","5204508","CENTRO-OESTE","GO","GOIÁS","CALDAS NOVAS","CERRADO","0","0","160843.89999999999","158879.40430400000","0.98778632142","30813.17479653","19","2018"
"52","5204508","CENTRO-OESTE","GO","GOIÁS","CALDAS NOVAS","CERRADO","0","0","160843.89999999999","158879.40430400000","0.98778632142","0.51160216","20","2018"
"52","5204508","CENTRO-OESTE","GO","GOIÁS","CALDAS NOVAS","CERRADO","0","0","160843.89999999999","158879.40430400000","0.98778632142","4.34080548","21","2018"
"52","5204508","CENTRO-OESTE","GO","GOIÁS","CALDAS NOVAS","CERRADO","0","0","160843.89999999999","158879.40430400000","0.98778632142","4264.94239436","24","2018"
"52","5204508","CENTRO-OESTE","GO","GOIÁS","CALDAS NOVAS","CERRADO","0","0","160843.89999999999","158879.40430400000","0.98778632142","458.39932811","25","2018"
"31","3109303","SUDESTE","MG","MINAS GERAIS","BURITIS","CERRADO","0","0","522518.59999999998","522518.61104400002","1.00000002114","383.42894119","33","2018"
"52","5204300","CENTRO-OESTE","GO","GOIÁS","CAÇU","CERRADO","0","0","225101.00000000000","158577.86754499999","0.70447429174","5118.24447004","33","2018"
"52","5204300","CENTRO-OESTE","GO","GOIÁS","CAÇU","CERRADO","0","0","225101.00000000000","158577.86754499999","0.70447429174","23907.54406130","3","2018"
"52","5204300","CENTRO-OESTE","GO","GOIÁS","CAÇU","CERRADO","0","0","225101.00000000000","158577.86754499999","0.70447429174","403.52388113","9","2018"
"52","5204300","CENTRO-OESTE","GO","GOIÁS","CAÇU","CERRADO","0","0","225101.00000000000","158577.86754499999","0.70447429174","2806.93547348","12","2018"
"52","5204300","CENTRO-OESTE","GO","GOIÁS","CAÇU","CERRADO","0","0","225101.00000000000","158577.86754499999","0.70447429174","105132.95322500","15","2018"
"52","5204300","CENTRO-OESTE","GO","GOIÁS","CAÇU","CERRADO","0","0","225101.00000000000","158577.86754499999","0.70447429174","8.72929174","21","2018"
"52","5204300","CENTRO-OESTE","GO","GOIÁS","CAÇU","CERRADO","0","0","225101.00000000000","158577.86754499999","0.70447429174","48.86510933","25","2018"
"51","5102504","CENTRO-OESTE","MT","MATO GROSSO","CÁCERES","CERRADO","0","0","2459303.10000000009","216264.64324000000","0.08793736861","31.14363051","33","2018"
"51","5102504","CENTRO-OESTE","MT","MATO GROSSO","CÁCERES","CERRADO","0","0","2459303.10000000009","216264.64324000000","0.08793736861","75895.86750479","3","2018"
"51","5102504","CENTRO-OESTE","MT","MATO GROSSO","CÁCERES","CERRADO","0","0","2459303.10000000009","216264.64324000000","0.08793736861","30227.67638125","4","2018"
"51","5102504","CENTRO-OESTE","MT","MATO GROSSO","CÁCERES","CERRADO","0","0","2459303.10000000009","216264.64324000000","0.08793736861","1.29032946","9","2018"
"51","5102504","CENTRO-OESTE","MT","MATO GROSSO","CÁCERES","CERRADO","0","0","2459303.10000000009","216264.64324000000","0.08793736861","0.77403537","11","2018"
"51","5102504","CENTRO-OESTE","MT","MATO GROSSO","CÁCERES","CERRADO","0","0","2459303.10000000009","216264.64324000000","0.08793736861","9570.99858509","12","2018"
"51","5102504","CENTRO-OESTE","MT","MATO GROSSO","CÁCERES","CERRADO","0","0","2459303.10000000009","216264.64324000000","0.08793736861","11447.56804245","13","2018"
"51","5102504","CENTRO-OESTE","MT","MATO GROSSO","CÁCERES","CERRADO","0","0","2459303.10000000009","216264.64324000000","0.08793736861","47245.53637387","15","2018"
"51","5102504","CENTRO-OESTE","MT","MATO GROSSO","CÁCERES","CERRADO","0","0","2459303.10000000009","216264.64324000000","0.08793736861","2711.76399887","19","2018"
"51","5102504","CENTRO-OESTE","MT","MATO GROSSO","CÁCERES","CERRADO","0","0","2459303.10000000009","216264.64324000000","0.08793736861","9.28281296","20","2018"
"51","5102504","CENTRO-OESTE","MT","MATO GROSSO","CÁCERES","CERRADO","0","0","2459303.10000000009","216264.64324000000","0.08793736861","65.62548973","24","2018"
"51","5102504","CENTRO-OESTE","MT","MATO GROSSO","CÁCERES","CERRADO","0","0","2459303.10000000009","216264.64324000000","0.08793736861","343.82682829","25","2018"
"31","3112604","SUDESTE","MG","MINAS GERAIS","CAPINÓPOLIS","CERRADO","0","0","62071.60000000000","48503.88796700000","0.78141836149","0.08480546","13","2018"
"31","3112604","SUDESTE","MG","MINAS GERAIS","CAPINÓPOLIS","CERRADO","0","0","62071.60000000000","48503.88796700000","0.78141836149","5823.03868533","15","2018"
"31","3112604","SUDESTE","MG","MINAS GERAIS","CAPINÓPOLIS","CERRADO","0","0","62071.60000000000","48503.88796700000","0.78141836149","14386.46010424","19","2018"
"31","3112604","SUDESTE","MG","MINAS GERAIS","CAPINÓPOLIS","CERRADO","0","0","62071.60000000000","48503.88796700000","0.78141836149","2673.10595360","20","2018"
"35","3535002","SUDESTE","SP","SÃO PAULO","PALESTINA","CERRADO","0","0","69770.10000000001","52049.29667030000","0.74601149590","12759.63867061","15","2018"
"31","3109303","SUDESTE","MG","MINAS GERAIS","BURITIS","CERRADO","0","0","522518.59999999998","522518.61104400002","1.00000002114","417.70364481","24","2018"
"52","5204706","CENTRO-OESTE","GO","GOIÁS","CAMPINORTE","CERRADO","0","0","106719.30000000000","106719.08319000000","0.99999796841","205.19886862","33","2018"
"31","3109303","SUDESTE","MG","MINAS GERAIS","BURITIS","CERRADO","0","0","522518.59999999998","522518.61104400002","1.00000002114","7797.22354243","25","2018"
"52","5204706","CENTRO-OESTE","GO","GOIÁS","CAMPINORTE","CERRADO","0","0","106719.30000000000","106719.08319000000","0.99999796841","28477.00027262","3","2018"
"52","5204706","CENTRO-OESTE","GO","GOIÁS","CAMPINORTE","CERRADO","0","0","106719.30000000000","106719.08319000000","0.99999796841","18805.73918245","4","2018"
"52","5204706","CENTRO-OESTE","GO","GOIÁS","CAMPINORTE","CERRADO","0","0","106719.30000000000","106719.08319000000","0.99999796841","54.22383943","9","2018"
"52","5204706","CENTRO-OESTE","GO","GOIÁS","CAMPINORTE","CERRADO","0","0","106719.30000000000","106719.08319000000","0.99999796841","6033.90037840","12","2018"
"52","5204706","CENTRO-OESTE","GO","GOIÁS","CAMPINORTE","CERRADO","0","0","106719.30000000000","106719.08319000000","0.99999796841","39827.08905114","15","2018"
"52","5204706","CENTRO-OESTE","GO","GOIÁS","CAMPINORTE","CERRADO","0","0","106719.30000000000","106719.08319000000","0.99999796841","11374.19593790","19","2018"
"52","5204706","CENTRO-OESTE","GO","GOIÁS","CAMPINORTE","CERRADO","0","0","106719.30000000000","106719.08319000000","0.99999796841","1517.40855412","20","2018"
"31","3111606","SUDESTE","MG","MINAS GERAIS","CAMPOS GERAIS","CERRADO","0","0","76950.39999999999","12314.27656860000","0.16002875318","12.52745389","12","2018"
"52","5204706","CENTRO-OESTE","GO","GOIÁS","CAMPINORTE","CERRADO","0","0","106719.30000000000","106719.08319000000","0.99999796841","348.43969173","24","2018"
"52","5204805","CENTRO-OESTE","GO","GOIÁS","CAMPO ALEGRE DE GOIÁS","CERRADO","0","0","246299.29999999999","246299.25380899999","0.99999981246","4410.55080434","33","2018"
"52","5204805","CENTRO-OESTE","GO","GOIÁS","CAMPO ALEGRE DE GOIÁS","CERRADO","0","0","246299.29999999999","246299.25380899999","0.99999981246","30853.68789444","3","2018"
"31","3104502","SUDESTE","MG","MINAS GERAIS","ARINOS","CERRADO","0","0","527941.90000000002","527941.90289400006","1.00000000548","146.38512004","24","2018"
"31","3135704","SUDESTE","MG","MINAS GERAIS","JEQUITIBÁ","CERRADO","0","0","44503.00000000000","44502.96792300000","0.99999927922","5008.23830285","4","2018"
"52","5204706","CENTRO-OESTE","GO","GOIÁS","CAMPINORTE","CERRADO","0","0","106719.30000000000","106719.08319000000","0.99999796841","72.72495651","25","2018"
"31","3111309","SUDESTE","MG","MINAS GERAIS","CAMPO DO MEIO","CERRADO","0","0","27542.60000000000","632.34824494800","0.02295891619","40.02276930","3","2018"
"31","3111309","SUDESTE","MG","MINAS GERAIS","CAMPO DO MEIO","CERRADO","0","0","27542.60000000000","632.34824494800","0.02295891619","21.13964355","4","2018"
"31","3104502","SUDESTE","MG","MINAS GERAIS","ARINOS","CERRADO","0","0","527941.90000000002","527941.90289400006","1.00000000548","3242.05424115","25","2018"
"31","3111309","SUDESTE","MG","MINAS GERAIS","CAMPO DO MEIO","CERRADO","0","0","27542.60000000000","632.34824494800","0.02295891619","314.41429030","15","2018"
"31","3111309","SUDESTE","MG","MINAS GERAIS","CAMPO DO MEIO","CERRADO","0","0","27542.60000000000","632.34824494800","0.02295891619","0.83555853","19","2018"
"31","3111309","SUDESTE","MG","MINAS GERAIS","CAMPO DO MEIO","CERRADO","0","0","27542.60000000000","632.34824494800","0.02295891619","0.50134657","21","2018"
"31","3111150","SUDESTE","MG","MINAS GERAIS","CAMPO AZUL","CERRADO","0","0","50591.40000000000","50591.35778010000","0.99999916547","14.06958220","33","2018"
"31","3111150","SUDESTE","MG","MINAS GERAIS","CAMPO AZUL","CERRADO","0","0","50591.40000000000","50591.35778010000","0.99999916547","2262.65620039","3","2018"
"52","5204805","CENTRO-OESTE","GO","GOIÁS","CAMPO ALEGRE DE GOIÁS","CERRADO","0","0","246299.29999999999","246299.25380899999","0.99999981246","26448.97565189","4","2018"
"31","3111150","SUDESTE","MG","MINAS GERAIS","CAMPO AZUL","CERRADO","0","0","50591.40000000000","50591.35778010000","0.99999916547","19777.87939104","4","2018"
"31","3111150","SUDESTE","MG","MINAS GERAIS","CAMPO AZUL","CERRADO","0","0","50591.40000000000","50591.35778010000","0.99999916547","2.91786437","9","2018"
"52","5204805","CENTRO-OESTE","GO","GOIÁS","CAMPO ALEGRE DE GOIÁS","CERRADO","0","0","246299.29999999999","246299.25380899999","0.99999981246","5050.24188912","9","2018"
"31","3111150","SUDESTE","MG","MINAS GERAIS","CAMPO AZUL","CERRADO","0","0","50591.40000000000","50591.35778010000","0.99999916547","712.40736363","12","2018"
"31","3111150","SUDESTE","MG","MINAS GERAIS","CAMPO AZUL","CERRADO","0","0","50591.40000000000","50591.35778010000","0.99999916547","27483.86436802","15","2018"
"52","5204805","CENTRO-OESTE","GO","GOIÁS","CAMPO ALEGRE DE GOIÁS","CERRADO","0","0","246299.29999999999","246299.25380899999","0.99999981246","42527.18273222","12","2018"
"52","5204805","CENTRO-OESTE","GO","GOIÁS","CAMPO ALEGRE DE GOIÁS","CERRADO","0","0","246299.29999999999","246299.25380899999","0.99999981246","58928.60450902","15","2018"
"31","3111408","SUDESTE","MG","MINAS GERAIS","CAMPO FLORIDO","CERRADO","0","0","126424.50000000000","126424.54951200000","1.00000039163","121.92467066","33","2018"
"31","3111408","SUDESTE","MG","MINAS GERAIS","CAMPO FLORIDO","CERRADO","0","0","126424.50000000000","126424.54951200000","1.00000039163","21059.95053628","3","2018"
"31","3111408","SUDESTE","MG","MINAS GERAIS","CAMPO FLORIDO","CERRADO","0","0","126424.50000000000","126424.54951200000","1.00000039163","4005.26468101","4","2018"
"52","5204805","CENTRO-OESTE","GO","GOIÁS","CAMPO ALEGRE DE GOIÁS","CERRADO","0","0","246299.29999999999","246299.25380899999","0.99999981246","74440.61936579","19","2018"
"52","5204805","CENTRO-OESTE","GO","GOIÁS","CAMPO ALEGRE DE GOIÁS","CERRADO","0","0","246299.29999999999","246299.25380899999","0.99999981246","1992.95803316","20","2018"
"31","3111606","SUDESTE","MG","MINAS GERAIS","CAMPOS GERAIS","CERRADO","0","0","76950.39999999999","12314.27656860000","0.16002875318","1143.51009283","15","2018"
"31","3111606","SUDESTE","MG","MINAS GERAIS","CAMPOS GERAIS","CERRADO","0","0","76950.39999999999","12314.27656860000","0.16002875318","580.49950608","19","2018"
"52","5211909","CENTRO-OESTE","GO","GOIÁS","JATAÍ","CERRADO","0","0","717422.50000000000","717421.95574899996","0.99999924138","240340.89089943","15","2018"
"31","3111408","SUDESTE","MG","MINAS GERAIS","CAMPO FLORIDO","CERRADO","0","0","126424.50000000000","126424.54951200000","1.00000039163","457.47702358","9","2018"
"31","3111408","SUDESTE","MG","MINAS GERAIS","CAMPO FLORIDO","CERRADO","0","0","126424.50000000000","126424.54951200000","1.00000039163","2759.73028403","12","2018"
"31","3111408","SUDESTE","MG","MINAS GERAIS","CAMPO FLORIDO","CERRADO","0","0","126424.50000000000","126424.54951200000","1.00000039163","36260.87434108","15","2018"
"31","3111408","SUDESTE","MG","MINAS GERAIS","CAMPO FLORIDO","CERRADO","0","0","126424.50000000000","126424.54951200000","1.00000039163","16866.92375117","19","2018"
