"cd_geouf","cd_geocmu","regiao","uf","estado","municipio","bioma","arcodesmat","matopiba","mun_ha","pol_ha","pct_areapo","area_ha","classe","year"
"52","5202502","CENTRO-OESTE","GO","GOIÁS","ARUANÃ","CERRADO","0","0","305529.20000000001","305529.24165300000","1.00000013633","7181.59386697","33","2018"
"52","5200555","CENTRO-OESTE","GO","GOIÁS","ALTO HORIZONTE","CERRADO","0","0","50376.40000000000","50376.39931340000","0.99999998637","1.21472196","20","2018"
"31","3103504","SUDESTE","MG","MINAS GERAIS","ARAGUARI","CERRADO","0","0","272950.79999999999","142358.25581400000","0.52155280664","23465.49299701","19","2018"
"50","5000203","CENTRO-OESTE","MS","MATO GROSSO DO SUL","ÁGUA CLARA","CERRADO","0","0","780921.09999999998","780921.10065000004","1.00000000083","471685.92715399","15","2018"
"52","5200852","CENTRO-OESTE","GO","GOIÁS","AMERICANO DO BRASIL","CERRADO","0","0","13356.30000000000","13356.28523870000","0.99999889480","2078.52818749","3","2018"
"50","5000203","CENTRO-OESTE","MS","MATO GROSSO DO SUL","ÁGUA CLARA","CERRADO","0","0","780921.09999999998","780921.10065000004","1.00000000083","4030.71519896","19","2018"
"51","5101704","CENTRO-OESTE","MT","MATO GROSSO","BARRA DO BUGRES","CERRADO","0","0","598156.90000000002","180701.30360200000","0.30209683045","38814.35386911","3","2018"
"51","5101704","CENTRO-OESTE","MT","MATO GROSSO","BARRA DO BUGRES","CERRADO","0","0","598156.90000000002","180701.30360200000","0.30209683045","50143.27901566","4","2018"
"35","3501608","SUDESTE","SP","SÃO PAULO","AMERICANA","CERRADO","0","0","13391.20000000000","11910.32373240000","0.88941422221","2084.77963324","15","2018"
"35","3501608","SUDESTE","SP","SÃO PAULO","AMERICANA","CERRADO","0","0","13391.20000000000","11910.32373240000","0.88941422221","1270.73451192","19","2018"
"35","3501608","SUDESTE","SP","SÃO PAULO","AMERICANA","CERRADO","0","0","13391.20000000000","11910.32373240000","0.88941422221","2068.46862983","20","2018"
"52","5202502","CENTRO-OESTE","GO","GOIÁS","ARUANÃ","CERRADO","0","0","305529.20000000001","305529.24165300000","1.00000013633","71733.94302272","3","2018"
"52","5200175","CENTRO-OESTE","GO","GOIÁS","ÁGUA FRIA DE GOIÁS","CERRADO","0","0","202941.60000000001","202941.59376600001","0.99999996928","42800.15541082","15","2018"
"52","5205901","CENTRO-OESTE","GO","GOIÁS","CORUMBAÍBA","CERRADO","0","0","188366.50000000000","84584.76676450000","0.44904357603","11960.49338476","4","2018"
"35","3501707","SUDESTE","SP","SÃO PAULO","AMÉRICO BRASILIENSE","CERRADO","0","0","12278.50000000000","12278.52797470000","1.00000227835","758.94922502","19","2018"
"35","3501707","SUDESTE","SP","SÃO PAULO","AMÉRICO BRASILIENSE","CERRADO","0","0","12278.50000000000","12278.52797470000","1.00000227835","8274.07339707","20","2018"
"52","5200175","CENTRO-OESTE","GO","GOIÁS","ÁGUA FRIA DE GOIÁS","CERRADO","0","0","202941.60000000001","202941.59376600001","0.99999996928","41361.00809738","19","2018"
"35","3521705","SUDESTE","SP","SÃO PAULO","ITABERÁ","CERRADO","0","0","110024.80000000000","105770.89370900000","0.96133684141","13647.56571452","15","2018"
"52","5200175","CENTRO-OESTE","GO","GOIÁS","ÁGUA FRIA DE GOIÁS","CERRADO","0","0","202941.60000000001","202941.59376600001","0.99999996928","0.51849563","20","2018"
"31","3104809","SUDESTE","MG","MINAS GERAIS","AUGUSTO DE LIMA","CERRADO","0","0","125483.20000000000","125483.16153200000","0.99999969344","10752.26818090","4","2018"
"31","3104809","SUDESTE","MG","MINAS GERAIS","AUGUSTO DE LIMA","CERRADO","0","0","125483.20000000000","125483.16153200000","0.99999969344","2370.88908447","9","2018"
"31","3104809","SUDESTE","MG","MINAS GERAIS","AUGUSTO DE LIMA","CERRADO","0","0","125483.20000000000","125483.16153200000","0.99999969344","40262.95261082","12","2018"
"31","3126109","SUDESTE","MG","MINAS GERAIS","FORMIGA","CERRADO","0","0","150191.50000000000","97327.27525080000","0.64802119461","10023.64810877","33","2018"
"50","5001102","CENTRO-OESTE","MS","MATO GROSSO DO SUL","AQUIDAUANA","CERRADO","0","0","1697071.10000000009","363190.22942400002","0.21401002552","131951.07077483","3","2018"
"50","5001102","CENTRO-OESTE","MS","MATO GROSSO DO SUL","AQUIDAUANA","CERRADO","0","0","1697071.10000000009","363190.22942400002","0.21401002552","31518.35574091","4","2018"
"50","5001102","CENTRO-OESTE","MS","MATO GROSSO DO SUL","AQUIDAUANA","CERRADO","0","0","1697071.10000000009","363190.22942400002","0.21401002552","712.34019409","9","2018"
"51","5101704","CENTRO-OESTE","MT","MATO GROSSO","BARRA DO BUGRES","CERRADO","0","0","598156.90000000002","180701.30360200000","0.30209683045","27678.25957850","12","2018"
"51","5101704","CENTRO-OESTE","MT","MATO GROSSO","BARRA DO BUGRES","CERRADO","0","0","598156.90000000002","180701.30360200000","0.30209683045","4191.77910656","13","2018"
"51","5101704","CENTRO-OESTE","MT","MATO GROSSO","BARRA DO BUGRES","CERRADO","0","0","598156.90000000002","180701.30360200000","0.30209683045","13978.61807270","15","2018"
"51","5101704","CENTRO-OESTE","MT","MATO GROSSO","BARRA DO BUGRES","CERRADO","0","0","598156.90000000002","180701.30360200000","0.30209683045","2482.10838320","19","2018"
"31","3104809","SUDESTE","MG","MINAS GERAIS","AUGUSTO DE LIMA","CERRADO","0","0","125483.20000000000","125483.16153200000","0.99999969344","53054.18528703","15","2018"
"31","3104809","SUDESTE","MG","MINAS GERAIS","AUGUSTO DE LIMA","CERRADO","0","0","125483.20000000000","125483.16153200000","0.99999969344","930.19396062","19","2018"
"51","5100201","CENTRO-OESTE","MT","MATO GROSSO","ÁGUA BOA","CERRADO","0","0","751063.50000000000","751063.46597100003","0.99999995469","244744.05063014","15","2018"
"51","5100201","CENTRO-OESTE","MT","MATO GROSSO","ÁGUA BOA","CERRADO","0","0","751063.50000000000","751063.46597100003","0.99999995469","126278.24658491","19","2018"
"50","5001904","CENTRO-OESTE","MS","MATO GROSSO DO SUL","BATAGUASSU","CERRADO","0","0","241759.89999999999","168195.02250600001","0.69571100296","23781.31073381","3","2018"
"35","3521705","SUDESTE","SP","SÃO PAULO","ITABERÁ","CERRADO","0","0","110024.80000000000","105770.89370900000","0.96133684141","48318.67149552","19","2018"
"35","3525102","SUDESTE","SP","SÃO PAULO","JARDINÓPOLIS","CERRADO","0","0","50187.00000000000","50187.00089340000","1.00000001780","35404.04135118","20","2018"
"50","5001904","CENTRO-OESTE","MS","MATO GROSSO DO SUL","BATAGUASSU","CERRADO","0","0","241759.89999999999","168195.02250600001","0.69571100296","3642.47011207","4","2018"
"50","5001904","CENTRO-OESTE","MS","MATO GROSSO DO SUL","BATAGUASSU","CERRADO","0","0","241759.89999999999","168195.02250600001","0.69571100296","1251.09357713","9","2018"
"50","5001904","CENTRO-OESTE","MS","MATO GROSSO DO SUL","BATAGUASSU","CERRADO","0","0","241759.89999999999","168195.02250600001","0.69571100296","9132.68846581","12","2018"
"31","3126109","SUDESTE","MG","MINAS GERAIS","FORMIGA","CERRADO","0","0","150191.50000000000","97327.27525080000","0.64802119461","10895.96395351","3","2018"
"52","5203203","CENTRO-OESTE","GO","GOIÁS","BARRO ALTO","CERRADO","0","0","109324.80000000000","109324.80269400000","1.00000002464","32095.47997178","15","2018"
"52","5203203","CENTRO-OESTE","GO","GOIÁS","BARRO ALTO","CERRADO","0","0","109324.80000000000","109324.80269400000","1.00000002464","5064.33088307","19","2018"
"52","5203203","CENTRO-OESTE","GO","GOIÁS","BARRO ALTO","CERRADO","0","0","109324.80000000000","109324.80269400000","1.00000002464","4842.08688071","20","2018"
"35","3506003","SUDESTE","SP","SÃO PAULO","BAURU","CERRADO","0","0","66768.39999999999","64250.61777300000","0.96229081082","351.33800489","25","2018"
"31","3107703","SUDESTE","MG","MINAS GERAIS","BOM JESUS DO AMPARO","CERRADO","0","0","19561.10000000000","19529.82889010000","0.99840136240","8734.74718510","3","2018"
"35","3525102","SUDESTE","SP","SÃO PAULO","JARDINÓPOLIS","CERRADO","0","0","50187.00000000000","50187.00089340000","1.00000001780","978.98389355","24","2018"
"52","5207808","CENTRO-OESTE","GO","GOIÁS","FIRMINÓPOLIS","CERRADO","0","0","42364.90000000000","42364.87461840000","0.99999940088","3.34333619","20","2018"
"31","3107000","SUDESTE","MG","MINAS GERAIS","BIQUINHAS","CERRADO","0","0","45894.80000000000","45894.76908580000","0.99999932641","25962.93688037","15","2018"
"31","3107000","SUDESTE","MG","MINAS GERAIS","BIQUINHAS","CERRADO","0","0","45894.80000000000","45894.76908580000","0.99999932641","586.59063466","19","2018"
"31","3107703","SUDESTE","MG","MINAS GERAIS","BOM JESUS DO AMPARO","CERRADO","0","0","19561.10000000000","19529.82889010000","0.99840136240","296.95316098","4","2018"
"31","3107703","SUDESTE","MG","MINAS GERAIS","BOM JESUS DO AMPARO","CERRADO","0","0","19561.10000000000","19529.82889010000","0.99840136240","1370.92222311","9","2018"
"35","3500758","SUDESTE","SP","SÃO PAULO","ALAMBARI","CERRADO","0","0","15960.00000000000","3844.39174770000","0.24087667592","2.79273074","25","2018"
"52","5218052","CENTRO-OESTE","GO","GOIÁS","PORTEIRÃO","CERRADO","0","0","60394.10000000000","60394.06123760000","0.99999935817","239.42875149","25","2018"
"35","3500303","SUDESTE","SP","SÃO PAULO","AGUAÍ","CERRADO","0","0","47455.40000000000","44673.37976880000","0.94137610828","6055.97157865","3","2018"
"35","3500303","SUDESTE","SP","SÃO PAULO","AGUAÍ","CERRADO","0","0","47455.40000000000","44673.37976880000","0.94137610828","293.00681132","4","2018"
"17","1715150","NORTE","TO","TOCANTINS","NOVO ALEGRE","CERRADO","0","0","20010.40000000000","0.12252768522","0.00000612320","1.13328813","15","2018"
"52","5200209","CENTRO-OESTE","GO","GOIÁS","ÁGUA LIMPA","CERRADO","0","0","45285.80000000000","1365.60951854000","0.03015535816","1.19235755","21","2018"
"35","3500550","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SANTA BÁRBARA","CERRADO","0","0","40446.30000000000","39257.39303290000","0.97060529722","2750.64099263","12","2018"
"31","3126109","SUDESTE","MG","MINAS GERAIS","FORMIGA","CERRADO","0","0","150191.50000000000","97327.27525080000","0.64802119461","1444.52304656","4","2018"
"52","5200209","CENTRO-OESTE","GO","GOIÁS","ÁGUA LIMPA","CERRADO","0","0","45285.80000000000","1365.60951854000","0.03015535816","9.79440058","3","2018"
"52","5200159","CENTRO-OESTE","GO","GOIÁS","ADELÂNDIA","CERRADO","0","0","11535.30000000000","11535.32426310000","1.00000210338","22.15292475","33","2018"
"52","5200209","CENTRO-OESTE","GO","GOIÁS","ÁGUA LIMPA","CERRADO","0","0","45285.80000000000","1365.60951854000","0.03015535816","2.89572799","4","2018"
"52","5200159","CENTRO-OESTE","GO","GOIÁS","ADELÂNDIA","CERRADO","0","0","11535.30000000000","11535.32426310000","1.00000210338","1213.27040870","3","2018"
"35","3500600","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SÃO PEDRO","CERRADO","0","0","361.20000000000","361.21621879300","1.00004490253","111.47852984","3","2018"
"35","3500600","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SÃO PEDRO","CERRADO","0","0","361.20000000000","361.21621879300","1.00004490253","0.08269911","4","2018"
"52","5200209","CENTRO-OESTE","GO","GOIÁS","ÁGUA LIMPA","CERRADO","0","0","45285.80000000000","1365.60951854000","0.03015535816","25.55063560","15","2018"
"35","3546900","SUDESTE","SP","SÃO PAULO","SANTA LÚCIA","CERRADO","0","0","15403.30000000000","15403.28386500000","0.99999895249","1316.10109126","3","2018"
"35","3500600","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SÃO PEDRO","CERRADO","0","0","361.20000000000","361.21621879300","1.00004490253","12.07399248","12","2018"
"35","3500600","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SÃO PEDRO","CERRADO","0","0","361.20000000000","361.21621879300","1.00004490253","91.38113063","15","2018"
"52","5200258","CENTRO-OESTE","GO","GOIÁS","ÁGUAS LINDAS DE GOIÁS","CERRADO","0","0","18838.50000000000","18838.47594150000","0.99999872291","359.56773564","25","2018"
"35","3500709","SUDESTE","SP","SÃO PAULO","AGUDOS","CERRADO","0","0","96670.80000000000","96670.79789710000","0.99999997825","0.08275263","13","2018"
"35","3500709","SUDESTE","SP","SÃO PAULO","AGUDOS","CERRADO","0","0","96670.80000000000","96670.79789710000","0.99999997825","20369.41174336","15","2018"
"35","3500709","SUDESTE","SP","SÃO PAULO","AGUDOS","CERRADO","0","0","96670.80000000000","96670.79789710000","0.99999997825","5459.07681780","19","2018"
"35","3500600","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SÃO PEDRO","CERRADO","0","0","361.20000000000","361.21621879300","1.00004490253","13.72772359","19","2018"
"31","3100708","SUDESTE","MG","MINAS GERAIS","ÁGUA COMPRIDA","CERRADO","0","0","49221.20000000000","49216.67489850000","0.99990806601","40.28784027","24","2018"
"52","5200100","CENTRO-OESTE","GO","GOIÁS","ABADIÂNIA","CERRADO","0","0","104512.70000000000","104512.71126300000","1.00000010777","2661.85352342","33","2018"
"52","5200159","CENTRO-OESTE","GO","GOIÁS","ADELÂNDIA","CERRADO","0","0","11535.30000000000","11535.32426310000","1.00000210338","34.60098940","4","2018"
"52","5200159","CENTRO-OESTE","GO","GOIÁS","ADELÂNDIA","CERRADO","0","0","11535.30000000000","11535.32426310000","1.00000210338","1.20163529","9","2018"
"52","5200159","CENTRO-OESTE","GO","GOIÁS","ADELÂNDIA","CERRADO","0","0","11535.30000000000","11535.32426310000","1.00000210338","26.96144612","12","2018"
"52","5200159","CENTRO-OESTE","GO","GOIÁS","ADELÂNDIA","CERRADO","0","0","11535.30000000000","11535.32426310000","1.00000210338","9818.31118405","15","2018"
"52","5200159","CENTRO-OESTE","GO","GOIÁS","ADELÂNDIA","CERRADO","0","0","11535.30000000000","11535.32426310000","1.00000210338","327.26200854","19","2018"
"35","3500550","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SANTA BÁRBARA","CERRADO","0","0","40446.30000000000","39257.39303290000","0.97060529722","0.24758982","13","2018"
"52","5200050","CENTRO-OESTE","GO","GOIÁS","ABADIA DE GOIÁS","CERRADO","0","0","14773.40000000000","14725.58209980000","0.99676324338","36.84516369","33","2018"
"52","5200050","CENTRO-OESTE","GO","GOIÁS","ABADIA DE GOIÁS","CERRADO","0","0","14773.40000000000","14725.58209980000","0.99676324338","3075.23467729","3","2018"
"52","5200050","CENTRO-OESTE","GO","GOIÁS","ABADIA DE GOIÁS","CERRADO","0","0","14773.40000000000","14725.58209980000","0.99676324338","558.31637206","4","2018"
"52","5200050","CENTRO-OESTE","GO","GOIÁS","ABADIA DE GOIÁS","CERRADO","0","0","14773.40000000000","14725.58209980000","0.99676324338","157.28840237","9","2018"
"52","5200050","CENTRO-OESTE","GO","GOIÁS","ABADIA DE GOIÁS","CERRADO","0","0","14773.40000000000","14725.58209980000","0.99676324338","171.37022009","12","2018"
"52","5200506","CENTRO-OESTE","GO","GOIÁS","ALOÂNDIA","CERRADO","0","0","10216.00000000000","10216.02920390000","1.00000285864","51.06994642","24","2018"
"31","3100807","SUDESTE","MG","MINAS GERAIS","AGUANIL","CERRADO","0","0","23209.10000000000","7487.36281903000","0.32260461711","324.82115099","33","2018"
"31","3100807","SUDESTE","MG","MINAS GERAIS","AGUANIL","CERRADO","0","0","23209.10000000000","7487.36281903000","0.32260461711","362.27611381","3","2018"
"35","3500758","SUDESTE","SP","SÃO PAULO","ALAMBARI","CERRADO","0","0","15960.00000000000","3844.39174770000","0.24087667592","25.79224764","9","2018"
"35","3500758","SUDESTE","SP","SÃO PAULO","ALAMBARI","CERRADO","0","0","15960.00000000000","3844.39174770000","0.24087667592","16.34648628","12","2018"
"35","3500758","SUDESTE","SP","SÃO PAULO","ALAMBARI","CERRADO","0","0","15960.00000000000","3844.39174770000","0.24087667592","878.23215030","15","2018"
"35","3500303","SUDESTE","SP","SÃO PAULO","AGUAÍ","CERRADO","0","0","47455.40000000000","44673.37976880000","0.94137610828","2070.51181645","9","2018"
"35","3500303","SUDESTE","SP","SÃO PAULO","AGUAÍ","CERRADO","0","0","47455.40000000000","44673.37976880000","0.94137610828","1132.29529072","12","2018"
"35","3500600","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SÃO PEDRO","CERRADO","0","0","361.20000000000","361.21621879300","1.00004490253","120.65281479","24","2018"
"35","3500600","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SÃO PEDRO","CERRADO","0","0","361.20000000000","361.21621879300","1.00004490253","11.08150985","25","2018"
"52","5200159","CENTRO-OESTE","GO","GOIÁS","ADELÂNDIA","CERRADO","0","0","11535.30000000000","11535.32426310000","1.00000210338","20.26906456","20","2018"
"52","5200159","CENTRO-OESTE","GO","GOIÁS","ADELÂNDIA","CERRADO","0","0","11535.30000000000","11535.32426310000","1.00000210338","66.27224039","24","2018"
"52","5200159","CENTRO-OESTE","GO","GOIÁS","ADELÂNDIA","CERRADO","0","0","11535.30000000000","11535.32426310000","1.00000210338","2.06011164","25","2018"
"31","3103207","SUDESTE","MG","MINAS GERAIS","ARAÇAÍ","CERRADO","0","0","18753.80000000000","18753.81206070000","1.00000064311","46.50034967","24","2018"
"31","3100807","SUDESTE","MG","MINAS GERAIS","AGUANIL","CERRADO","0","0","23209.10000000000","7487.36281903000","0.32260461711","62.96960634","4","2018"
"35","3500758","SUDESTE","SP","SÃO PAULO","ALAMBARI","CERRADO","0","0","15960.00000000000","3844.39174770000","0.24087667592","3.03928010","33","2018"
"31","3100807","SUDESTE","MG","MINAS GERAIS","AGUANIL","CERRADO","0","0","23209.10000000000","7487.36281903000","0.32260461711","20.82327622","9","2018"
"52","5200258","CENTRO-OESTE","GO","GOIÁS","ÁGUAS LINDAS DE GOIÁS","CERRADO","0","0","18838.50000000000","18838.47594150000","0.99999872291","3.27247952","33","2018"
"31","3100807","SUDESTE","MG","MINAS GERAIS","AGUANIL","CERRADO","0","0","23209.10000000000","7487.36281903000","0.32260461711","82.87822137","12","2018"
"31","3100807","SUDESTE","MG","MINAS GERAIS","AGUANIL","CERRADO","0","0","23209.10000000000","7487.36281903000","0.32260461711","1583.52071140","15","2018"
"31","3100807","SUDESTE","MG","MINAS GERAIS","AGUANIL","CERRADO","0","0","23209.10000000000","7487.36281903000","0.32260461711","99.18211527","19","2018"
"35","3500758","SUDESTE","SP","SÃO PAULO","ALAMBARI","CERRADO","0","0","15960.00000000000","3844.39174770000","0.24087667592","248.64285126","3","2018"
"35","3500758","SUDESTE","SP","SÃO PAULO","ALAMBARI","CERRADO","0","0","15960.00000000000","3844.39174770000","0.24087667592","2.62866019","4","2018"
"31","3100708","SUDESTE","MG","MINAS GERAIS","ÁGUA COMPRIDA","CERRADO","0","0","49221.20000000000","49216.67489850000","0.99990806601","5273.24249071","33","2018"
"35","3500550","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SANTA BÁRBARA","CERRADO","0","0","40446.30000000000","39257.39303290000","0.97060529722","174.83920165","33","2018"
